CUPOM;DATA;PLACA;POSTO;KM ATUAL;KM FINAL;DESCRIÇÃO DO ABASTECIMENTO;CONSUMO;DESCONTO;VALOR UNIT;CUSTO TOTAL;C/ DESC;KM Rodados ;KM/Litro;;;;;;;;;;;;
83322;08/11/2023;CPN 2A40;BEIRA MINHO;376232;;DIESEL;58,35;;6,29;R$ 367,02;R$ 6,29;35442,00;607,40;;;;;;;;;;;;
427327;08/11/2023;EBO 0I79;DOM PEDRO DIVISA ALEGRE;517288;;DIESEL;335,36;;5,89;R$ 1.975,27;R$ 5,89;397293,00;1184,68;;;;;;;;;;;;
219492;08/11/2023;EZT 5167;TATITA FERNÃO DIAS;230030;;GASOLINA;39,17;;5,59;R$ 218,96;R$ 5,59;64307,00;1641,74;;;;;;;;;;;;
8160;08/11/2023;FHI 8909;REDETUKAS;341290;;DIESEL;120,00;;5,75;R$ 690,00;R$ 5,75;-717480,00;-5979,00;;;;;;;;;;;;
83544;08/11/2023;FZG 4F66;BEIRA MINHO;424304;;DIESEL;37,75;;6,29;R$ 237,45;R$ 6,29;263045,00;6968,08;;;;;;;;;;;;
83223;08/11/2023;GWI 4D64;BEIRA MINHO;102024;;DIESEL;173,52;;6,29;R$ 1.091,44;R$ 6,29;-530306,00;-3056,17;;;;;;;;;;;;
8160;08/11/2023;PVD 2450;REDETUKAS;661308;;DIESEL;121,00;;5,75;R$ 695,75;R$ 5,75;503329,00;4159,74;;;;;;;;;;;;
8160;08/11/2023;PZE 8684;REDETUKAS;397227;;DIESEL;48,00;;5,75;R$ 276,00;R$ 5,75;-7423,00;-154,65;;;;;;;;;;;;
8160;08/11/2023;QMQ 5351;REDETUKAS;378363;;DIESEL;105,00;;5,75;R$ 603,75;R$ 5,75;210144,00;2001,37;;;;;;;;;;;;
579715;08/11/2023;QNU 5805;COMBO AUTO POSTO;335267;;DIESEL;61,22;;6,89;R$ 421,81;R$ 6,89;-170094,00;-2778,36;;;;;;;;;;;;
579835;08/11/2023;QUM 8566;COMBO AUTO POSTO;139107;;GASOLINA;48,53;;5,84;R$ 283,42;R$ 5,84;-492196,00;-10141,89;;;;;;;;;;;;
347214;08/11/2023;SIJ 7J52;POSTO ZÉ RAMOS;6128;;DIESEL;40,71;;6,39;R$ 260,14;R$ 6,39;-151968,00;-3732,94;;;;;;;;;;;;
347214;08/11/2023;SIJ 7J52;POSTO ZÉ RAMOS;6128;;ARLA;1,56;;3,69;R$ 5,77;R$ 3,69;;;;;;;;;;;;;;
219498;09/11/2023;BPQ 3I53;TATITA FERNÃO DIAS;158216;;DIESEL;15,25;;6,29;R$ 95,92;R$ 6,29;120,00;7,87;;;;;;;;;;;;
8160;09/11/2023;BPQ 3I53;REDETUKAS;158561;;DIESEL;39,00;;5,75;R$ 224,25;R$ 5,75;-176706,00;-4530,92;;;;;;;;;;;;
8160;09/11/2023;CMR 5I93;REDETUKAS;876507;;DIESEL;66,00;;5,75;R$ 379,50;R$ 5,75;574907,00;8710,71;;;;;;;;;;;;
1232733;09/11/2023;EWJ 1D79;ULTRAMARINO;688222;;DIESEL;135,00;;6,15;R$ 830,25;R$ 6,15;520003,00;3851,87;;;;;;;;;;;;
8160;09/11/2023;FJV 3D37;REDETUKAS;110591;;DIESEL;113,00;;5,75;R$ 649,75;R$ 5,75;-283346,00;s;;;;;;;;;;;;
8160;09/11/2023;FZG 4F66;REDETUKAS;424517;;DIESEL;27,00;;5,75;R$ 155,25;R$ 5,75;-92771,00;-3435,96;;;;;;;;;;;;
8160;09/11/2023;FZG 5A23;REDETUKAS;162154;;DIESEL;107,00;;5,75;R$ 615,25;R$ 5,75;-768860,00;-7185,61;;;;;;;;;;;;
624656;09/11/2023;OQD 1416;POSTO ITASUL;1059809;;DIESEL;136,00;;6,32;R$ 859,52;R$ 6,32;959362,00;7054,13;;;;;;;;;;;;
101499;09/11/2023;OQG 0668;DOM PEDRO LORENA;978425;;ARLA;36,78;;2,99;R$ 109,97;R$ 2,99;;;;;;;;;;;;;;
101498;09/11/2023;OQG 0668;DOM PEDRO LORENA;978425;;DIESEL;303,11;;5,99;R$ 1.815,63;R$ 5,99;346095,00;1141,81;;;;;;;;;;;;
21811;09/11/2023;PVD 2450;AUTO POSTO CLARISTELA;661994;;DIESEL;142,09;;6,29;R$ 893,75;R$ 6,29;326727,00;2299,44;;;;;;;;;;;;
21811;09/11/2023;PVD 2450;AUTO POSTO CLARISTELA;661994;;ARLA;17,00;;3,19;R$ 54,23;R$ 3,19;;;;;;;;;;;;;;
347453;09/11/2023;QPA 8450;POSTO ZÉ RAMOS;337687;;ARLA;21,40;;3,69;R$ 78,97;R$ 3,69;;;;;;;;;;;;;;
8160;09/11/2023;QPA 8450;REDETUKAS;337690;;DIESEL;203,00;;5,75;R$ 1.167,25;R$ 5,75;84383,00;415,68;;;;;;;;;;;;
8160;09/11/2023;QWS 8608;REDETUKAS;254180;;DIESEL;50,00;;5,75;R$ 287,50;R$ 5,75;-377835,00;-7556,70;;;;;;;;;;;;
8160;10/11/2023;AXS 9G25;REDETUKAS;931827;;DIESEL;306,00;;5,75;R$ 1.759,50;R$ 5,75;813,00;2,66;;;;;;;;;;;;
171751;10/11/2023;BPQ 3I53;ULTRAMARINO;158772;;DIESEL;25,61;;6,15;R$ 157,50;R$ 6,15;152644,00;5960,33;;;;;;;;;;;;
81101;10/11/2023;BPQ 3I53;DOM PEDRO BRAGANÇA ;159120;;DIESEL;22,78;;6,09;R$ 138,73;R$ 6,09;-772707,00;-33920,41;;;;;;;;;;;;
352493;10/11/2023;EBO 0I79;POSTO TREVO 2;517971;;DIESEL;100,00;;5,83;R$ 583,00;R$ 5,83;415947,00;4159,47;;;;;;;;;;;;
679179;10/11/2023;EBO 0I79;DOM PEDRO JAGUAQUARA;518320;;DIESEL;367,00;;5,62;R$ 2.062,54;R$ 5,62;180630,00;492,18;;;;;;;;;;;;
679180;10/11/2023;EBO 0I79;DOM PEDRO JAGUAQUARA;518320;;ARLA;43,10;;2,99;R$ 128,87;R$ 2,99;;;;;;;;;;;;;;
8160;10/11/2023;EWJ 1D79;REDETUKAS;688616;;DIESEL;104,00;;5,75;R$ 598,00;R$ 5,75;264099,00;2539,41;;;;;;;;;;;;
8160;10/11/2023;FHI 8909;REDETUKAS;341726;;DIESEL;103,00;;5,75;R$ 592,25;R$ 5,75;-175562,00;-1704,49;;;;;;;;;;;;
219867;10/11/2023;FSR 0H16;TATITA FERNÃO DIAS;120598;;GASOLINA;47,62;;5,59;R$ 266,20;R$ 5,59;-37381,00;-784,97;;;;;;;;;;;;
8160;10/11/2023;FZG 4F66;REDETUKAS;424861;;DIESEL;47,00;;5,75;R$ 270,25;R$ 5,75;266089,00;5661,47;;;;;;;;;;;;
85244;10/11/2023;GWI 4D64;BEIRA MINHO;102506;;DIESEL;138,92;;6,29;R$ 873,81;R$ 6,29;-273726,00;-1970,39;;;;;;;;;;;;
8160;10/11/2023;HOB 1G50;REDETUKAS;683627;;DIESEL;157,00;;5,75;R$ 902,75;R$ 5,75;305719,00;1947,25;;;;;;;;;;;;
8160;10/11/2023;NYF 1166;REDETUKAS;731953;;DIESEL;191,00;;5,75;R$ 1.098,25;R$ 5,75;-194574,00;-1018,71;;;;;;;;;;;;
8160;10/11/2023;OQD 1416;REDETUKAS;1060162;;DIESEL;420,01;;5,75;R$ 2.415,06;R$ 5,75;662935,00;1578,4;;;;;;;;;;;;
8255;10/11/2023;PVD 2450;REDETUKAS;662191;;DIESEL;40,00;;5,72;R$ 228,80;R$ 5,72;500037,00;12500,93;;;;;;;;;;;;
8160;10/11/2023;QMQ 5351;REDETUKAS;378809;;DIESEL;91,00;;5,75;R$ 523,25;R$ 5,75;372681,00;4095,40;;;;;;;;;;;;
8160;10/11/2023;QPA 8450;REDETUKAS;338125;;DIESEL;80,00;;5,75;R$ 460,00;R$ 5,75;-3601,00;-45,01;;;;;;;;;;;;
8160;10/11/2023;QQM 5087;REDETUKAS;279691;;DIESEL;67,00;;5,75;R$ 385,25;R$ 5,75;111905,00;1670,22;;;;;;;;;;;;
347888;10/11/2023;RUJ 4I21;POSTO ZÉ RAMOS;90141;;DIESEL;74,19;;6,39;R$ 474,07;R$ 6,39;-67955,00;-915,97;;;;;;;;;;;;
428024;11/11/2023;EBO 0I79;DOM PEDRO DIVISA ALEGRE;518632;;DIESEL;154,05;;5,83;R$ 898,08;R$ 5,83;238941,00;1551,11;;;;;;;;;;;;
142283;11/11/2023;EBO 0I79;DOM PEDRO FREI INOCENCIO;519011;;DIESEL;172,50;;5,89;R$ 1.016,03;R$ 5,89;140202,00;812,77;;;;;;;;;;;;
352716;11/11/2023;FMZ 8I54;POSTO TREVO 2;239780;;DIESEL;100,00;;5,83;R$ 583,00;R$ 5,83;83164,00;831,64;;;;;;;;;;;;
534511;11/11/2023;OQD 1416;POSTO CAMPEÃO;1060283;;DIESEL;350,00;164,5;6,86;R$ 2.236,50;R$ 6,39;820503,00;2344,29;;;;;;;;;;;;
1119021;11/11/2023;RMF 8H75;IMPERADOR DOM PEDRO I;169628;;GASOLINA;28,76;;5,39;R$ 155,02;R$ 5,39;-654950,00;-22772,16;;;;;;;;;;;;
646722;12/11/2023;CPN 1798;DOM PEDRO POUSO ALEGRE;633420;;DIESEL;139,28;;6,09;R$ 848,22;R$ 6,09;531396,00;3815,31;;;;;;;;;;;;
212985;12/11/2023;OQD 1416;DOM PEDRO MONTES CLAROS;1061072;;DIESEL;287,76;;5,95;R$ 1.712,17;R$ 5,95;542440,00;1885,04;;;;;;;;;;;;
8255;12/11/2023;PZE 8684;REDETUKAS;398144;DIESEL;DIESEL;56,00;;5,72;R$ 320,32;R$ 5,72;-263164,00;-4699,36;;;;;;;;;;;;
220523;13/11/2023;BPQ 3I53;TATITA FERNÃO DIAS;159311;;DIESEL;25,44;;6,29;R$ 160,02;R$ 6,29;-529305,00;-20806,01;;;;;;;;;;;;
160660;13/11/2023;EBO 0I79;POSTO 3 LEOPOLDINA;519469;;DIESEL;230,00;;6,19;R$ 1.423,70;R$ 6,19;-540693,00;-2350,84;;;;;;;;;;;;
160660;13/11/2023;EBO 0I79;POSTO 3 LEOPOLDINA;519469;;ARLA;27,66;;3,55;R$ 98,20;R$ 3,55;;;;;;;;;;;;;;
8255;13/11/2023;EWJ 1D79;REDETUKAS;689052;;DIESEL;95,00;;5,72;R$ 543,40;R$ 5,72;170732,00;1797,18;;;;;;;;;;;;
8255;13/11/2023;FJV 3D37;REDETUKAS;110852;;DIESEL;20,00;;5,72;R$ 114,40;R$ 5,72;-551142,00;-27557,10;;;;;;;;;;;;
8255;13/11/2023;FZG 5A23;REDETUKAS;162711;;DIESEL;129,00;;5,72;R$ 737,88;R$ 5,72;-174976,00;-1356,40;;;;;;;;;;;;
365644;13/11/2023;OQD 1416;DOM PEDRO SÃO JORGE;1061540;;DIESEL;272,74;;5,69;R$ 1.551,89;R$ 5,69;898829,00;3295,55;;;;;;;;;;;;
772414;13/11/2023;PVD 2450;GAVIÃO DA ANHANGUERA;662624;;DIESEL;93,71;;6,25;R$ 585,71;R$ 6,25;144304,00;1539,83;;;;;;;;;;;;
22415;13/11/2023;PZA 3995;TATITA FERNÃO DIAS;302413;;GASOLINA;22,04;;5,59;R$ 123,20;R$ 5,59;-75499,00;-3425,70;;;;;;;;;;;;
348800;13/11/2023;PZA 3995;POSTO ZÉ RAMOS;302810;;GASOLINA;31,94;;5,79;R$ 184,93;R$ 5,79;397,00;12,43;;;;;;;;;;;;
757188;13/11/2023;PZE 8684;POSTO PELANDA ;398637;;DIESEL;79,00;;5,97;R$ 471,63;R$ 5,97;#NOME?;#NOME?;;;;;;;;;;;;
8255;13/11/2023;QQM 5087;REDETUKAS;279944;;DIESEL;28,00;;5,72;R$ 160,16;R$ 5,72;-408672,00;-14595,43;;;;;;;;;;;;
587595;13/11/2023;RUJ 4I21;POSTO OURO VERDE;90497;;DIESEL;44,89;;6,39;R$ 286,85;R$ 6,39;356,00;7,93;;;;;;;;;;;;
8255;13/11/2023;SIX 6A60;REDETUKAS;4529;;DIESEL;336,00;;5,72;R$ 1.921,92;R$ 5,72;-510930,00;-1520,63;;;;;;;;;;;;
;14/11/2023;EBO 0I79;REDETUKAS;519989;;DIESEL;150,00;;5,75;R$ 862,50;R$ 5,75;515460,00;3436,40;;;;;;;;;;;;
8255;14/11/2023;FHI 8909;REDETUKAS;341962;;DIESEL;55,00;;5,72;R$ 314,60;R$ 5,72;4275,00;77,73;;;;;;;;;;;;
154698;14/11/2023;FMZ 8I54;POSTO PORTO BRASIL;239958;;DIESEL;281,09;;5,87;R$ 1.650,00;R$ 5,87;-138851,00;-493,97;;;;;;;;;;;;
220734;14/11/2023;FSR 0H16;TATITA FERNÃO DIAS;121074;;GASOLINA;38,47;;5,59;R$ 215,05;R$ 5,59;-939088,00;-24410,92;;;;;;;;;;;;
220658;14/11/2023;FZG 4F66;TATITA FERNÃO DIAS;425049;;DIESEL;24,65;;;R$ 0,00;R$ 0,00;-263567,00;-10692,37;;;;;;;;;;;;
349130;14/11/2023;FZG 4F66;POSTO ZÉ RAMOS;425533;;DIESEL;56,03;;6,39;R$ 358,03;R$ 6,39;484,00;8,64;;;;;;;;;;;;
8255;14/11/2023;HOB 1G50;REDETUKAS;683945;;DIESEL;70,00;;5,72;R$ 400,40;R$ 5,72;259084,00;3701,20;;;;;;;;;;;;
8255;14/11/2023;PZE 8684;REDETUKAS;399257;;DIESEL;90,00;;5,72;R$ 514,80;R$ 5,72;239946,00;2666,07;;;;;;;;;;;;
8255;14/11/2023;QMQ 5351;REDETUKAS;379259;;DIESEL;100,00;;5,72;R$ 572,00;R$ 5,72;-309357,00;-3093,57;;;;;;;;;;;;
8255;14/11/2023;QPA 8450;REDETUKAS;338443;;DIESEL;65,00;;5,72;R$ 371,80;R$ 5,72;-179877,00;-2767,34;;;;;;;;;;;;
8255;14/11/2023;RUJ 4I21;REDETUKAS;90847;;DIESEL;44,00;;5,72;R$ 251,68;R$ 5,72;-307790,00;-6995,23;;;;;;;;;;;;
220882;14/11/2023;RUJ 4I21;TATITA FERNÃO DIAS;90966;;ARLA;1,08;0,37;3,69;R$ 3,63;R$ 3,35;;;;;;;;;;;;;;
8255;14/11/2023;SIJ 7J52;REDETUKAS;6749;;DIESEL;43,00;;5,72;R$ 245,96;R$ 5,72;-132358,00;-3078,09;;;;;;;;;;;;
Ajuste M.;15/11/2023;AXS 9G25;;933025;;DIESEL;422,00;;;R$ 0,00;R$ 0,00;774929,00;1836,32;;;;;;;;;;;;
693661;15/11/2023;CPN 1798;DOM PEDRO POUSO ALEGRE;633946;;DIESEL;230,60;;3,44;R$ 793,26;R$ 3,44;526,00;2,28;;;;;;;;;;;;
125655;15/11/2023;EBO 0I79;DOM PEDRO SANTA LUZIA;520479;;DIESEL;242,88;;6,09;R$ 1.479,12;R$ 6,09;515950,00;2124,33;;;;;;;;;;;;
220967;15/11/2023;FSR 0H16;TATITA FERNÃO DIAS;121421;;GASOLINA;26,49;;5,59;R$ 148,08;R$ 5,59;-398568,00;-15045,98;;;;;;;;;;;;
366314;15/11/2023;OQD 1416;DOM PEDRO SÃO JORGE;1062507;;DIESEL;406,00;;5,69;R$ 2.310,14;R$ 5,69;951655,00;2343,98;;;;;;;;;;;;
8255;15/11/2023;PVD 2450;REDETUKAS;663085;;DIESEL;85,00;;5,72;R$ 486,20;R$ 5,72;423127,00;4977,96;;;;;;;;;;;;
90702;16/11/2023;CPN 2A40;BEIRA MINHO;376798;;DIESEL;81,32;;6,29;R$ 511,50;R$ 6,29;142160,00;1748,16;;;;;;;;;;;;
143124;16/11/2023;EBO 0I79;DOM PEDRO FREI INOCENCIO;520822;;DIESEL;210,00;;5,89;R$ 1.236,90;R$ 5,89;-142263,00;-677,44;;;;;;;;;;;;
429322;16/11/2023;EBO 0I79;DOM PEDRO DIVISA ALEGRE;521202;;DIESEL;204,01;;5,83;R$ 1.189,38;R$ 5,83;430236,00;2108,90;;;;;;;;;;;;
429324;16/11/2023;EBO 0I79;DOM PEDRO DIVISA ALEGRE;521202;;ARLA;42,86;;2,99;R$ 128,15;R$ 2,99;;;;;;;;;;;;;;
8255;16/11/2023;EWJ 1D79;REDETUKAS;689440;;DIESEL;92,00;;5,72;R$ 526,24;R$ 5,72;578588,00;6289,00;;;;;;;;;;;;
693985;16/11/2023;FJV 3D37;DOM PEDRO POUSO ALEGRE;111200;;DIESEL;39,00;;5,99;R$ 233,61;R$ 5,99;-128580,00;-3296,92;;;;;;;;;;;;
693985;16/11/2023;FJV 3D37;DOM PEDRO POUSO ALEGRE;111200;;ARLA;20,67;;3,29;R$ 68,00;R$ 3,29;;;;;;;;;;;;;;
361703;16/11/2023;FMZ 8I54;DOM PEDRO PARAOPEBAS;241103;;DIESEL;664,01;;6,09;R$ 4.043,82;R$ 6,09;-97022,00;-146,12;;;;;;;;;;;;
361704;16/11/2023;FMZ 8I54;DOM PEDRO PARAOPEBAS;241103;;ARLA;84,83;;2,99;R$ 253,64;R$ 2,99;;;;;;;;;;;;;;
8255;16/11/2023;FZG 4F66;REDETUKAS;425657;;DIESEL;16,00;;5,72;R$ 91,52;R$ 5,72;608,00;38,00;;;;;;;;;;;;
8255;16/11/2023;FZG 5A23;REDETUKAS;163464;;DIESEL;180,00;;5,72;R$ 1.029,60;R$ 5,72;-499160,00;-2773,11;;;;;;;;;;;;
8255;16/11/2023;GGN 2B61;REDETUKAS;134096;;DIESEL;451,00;;5,72;R$ 2.579,72;R$ 5,72;-382486,00;-848,08;;;;;;;;;;;;
221132;16/11/2023;HLV 4105;TATITA FERNÃO DIAS;64719;;GASOLINA;4,75;;5,59;R$ 26,55;R$ 5,59;-327336,00;-68912,84211;;;;;;;;;;;;
8255;16/11/2023;NYF 1166;REDETUKAS;732778;;DIESEL;126,00;;5,72;R$ 720,72;R$ 5,72;353969,00;2809,28;;;;;;;;;;;;
90691;16/11/2023;OOY 7286;BEIRA MINHO;405195;;DIESEL;107,40;;6,29;R$ 675,55;R$ 6,29;28963,00;269,67;;;;;;;;;;;;
774597;16/11/2023;PVD 2450;GAVIÃO DA ANHANGUERA;663561;;DIESEL;103,19;;6,18;R$ 637,70;R$ 6,18;656812,00;6365,26;;;;;;;;;;;;
8255;16/11/2023;QMQ 5351;REDETUKAS;379705;;DIESEL;113,00;;5,72;R$ 646,36;R$ 5,72;268505,00;2376,15;;;;;;;;;;;;
8255;16/11/2023;QQM 5087;REDETUKAS;280496;;DIESEL;67,00;;5,72;R$ 383,24;R$ 5,72;40538,00;605,04;;;;;;;;;;;;
8255;16/11/2023;QWS 8608;REDETUKAS;255471;;DIESEL;150,00;;5,72;R$ 858,00;R$ 5,72;-406720,00;-2711,47;;;;;;;;;;;;
8255;16/11/2023;RUJ 4I21;REDETUKAS;91296;;DIESEL;46,00;;5,72;R$ 263,12;R$ 5,72;-429526,00;-9337,52;;;;;;;;;;;;
8368;17/11/2023;AXS 9G25;REDETUKAS;934182;;DIESEL;453,00;;5,62;R$ 2.545,86;R$ 5,62;842886,00;1860,7;;;;;;;;;;;;
8255;17/11/2023;BPQ 3I53;REDETUKAS;160108;;DIESEL;41,00;;5,72;R$ 234,52;R$ 5,72;-142305,00;-3470,9;;;;;;;;;;;;
367677;17/11/2023;BPQ 3I53;POSTO ZÉ RAMOS;171955;;DIESEL;50,58;;6,09;R$ 308,03;R$ 6,09;-890552,00;-17606,80;;;;;;;;;;;;
8368;17/11/2023;CMR 5I93;REDETUKAS;876800;;DIESEL;70,00;;5,62;R$ 393,40;R$ 5,62;539113,00;7701,6;;;;;;;;;;;;
8255;17/11/2023;HOB 1G50;REDETUKAS;684280;;DIESEL;70,00;;5,72;R$ 400,40;R$ 5,72;593433,00;8477,6;;;;;;;;;;;;
8368;17/11/2023;OQD 1416;REDETUKAS;1063835;;DIESEL;467,00;;5,62;R$ 2.624,54;R$ 5,62;543013,00;1162,8;;;;;;;;;;;;
550214;17/11/2023;OQD 1416;DOM PEDRO ITATIAIUÇU;1086000;;DIESEL;432,73;;5,69;R$ 2.462,23;R$ 5,69;660343,00;1525,99;;;;;;;;;;;;
8255;17/11/2023;PZE 8684;REDETUKAS;400004;;DIESEL;118,00;;5,72;R$ 674,96;R$ 5,72;61561,00;521,7;;;;;;;;;;;;
8255;17/11/2023;QPA 8450;REDETUKAS;338889;;DIESEL;90,00;;5,72;R$ 514,80;R$ 5,72;-295057,00;-3278,4;;;;;;;;;;;;
353858;18/11/2023;EBO 0I79;POSTO TREVO 2;521972;;DIESEL;100,00;;5,59;R$ 559,00;R$ 5,59;457253,00;4572,5;;;;;;;;;;;;
516616;19/11/2023;EBO 0I79;POSTO MAXDIESEL;522051;;DIESEL;266,34;;5,69;R$ 1.515,46;R$ 5,69;183162,00;687,71;;;;;;;;;;;;
696151;20/11/2023;CPN 1798;DOM PEDRO POUSO ALEGRE;634473;;DIESEL;120,00;;6,09;R$ 730,80;R$ 6,09;257675,00;2147,3;;;;;;;;;;;;
430373;20/11/2023;EBO 0I79;DOM PEDRO DIVISA ALEGRE;522629;;DIESEL;302,35;;5,79;R$ 1.750,59;R$ 5,79;-111844,00;-369,92;;;;;;;;;;;;
430373;20/11/2023;EBO 0I79;DOM PEDRO DIVISA ALEGRE;522629;;ARLA;33,12;;2,99;R$ 99,03;R$ 2,99;;;;;;;;;;;;;;
569271;20/11/2023;EBO 0I79;DOM PEDRO CAETANOPOLIS;523343;;DIESEL;345,00;;6,09;R$ 2.101,05;R$ 6,09;714,00;2,07;;;;;;;;;;;;
222531;21/11/2023;BPQ 3I53;TATITA FERNÃO DIAS;160270;;DIESEL;21,18;;6,19;R$ 131,10;R$ 6,19;-244925,00;-11564,5;;;;;;;;;;;;
8368;21/11/2023;EWJ 1D79;REDETUKAS;689824;;DIESEL;110,00;;5,62;R$ 618,20;R$ 5,62;313026,00;2845,69;;;;;;;;;;;;
8368;21/11/2023;FHI 8909;REDETUKAS;342516;;DIESEL;135,00;;5,62;R$ 758,70;R$ 5,62;-291430,00;-2158,74;;;;;;;;;;;;
8368;21/11/2023;FJV 3D37;REDETUKAS;111673;;DIESEL;61,00;;5,62;R$ 342,82;R$ 5,62;46954,00;769,74;;;;;;;;;;;;
8368;21/11/2023;GGN 2B61;REDETUKAS;134525;;DIESEL;140,00;;5,62;R$ 786,80;R$ 5,62;23325,00;166,61;;;;;;;;;;;;
582971;21/11/2023;GWI 4D64;COMBO AUTO POSTO;103792;;DIESEL;211,14;;6,59;R$ 1.391,41;R$ 6,59;-558399,00;-2644,7;;;;;;;;;;;;
8368;21/11/2023;OQD 1416;REDETUKAS;1064497;;DIESEL;312,00;;5,62;R$ 1.753,44;R$ 5,62;400936,00;1285,05;;;;;;;;;;;;
8368;21/11/2023;OQG 0668;REDETUKAS;981770;;DIESEL;330,00;;5,62;R$ 1.854,60;R$ 5,62;463450,00;1404,39;;;;;;;;;;;;
8368;21/11/2023;PVD 2450;REDETUKAS;663959;;DIESEL;80,00;;5,62;R$ 449,60;R$ 5,62;503851,00;6298,14;;;;;;;;;;;;
1119021;21/11/2023;PVD 2450;IMPERADOR DOM PEDRO I;664277;;DIESEL;84,36;;5,89;R$ 496,87;R$ 5,89;552604,00;6550,62;;;;;;;;;;;;
8368;21/11/2023;QMQ 5351;REDETUKAS;380278;;DIESEL;131,00;;5,62;R$ 736,22;R$ 5,62;315559,00;2408,85;;;;;;;;;;;;
126891;21/11/2023;QPA 8450;TIGRÃO DA DUTRA;339224;;DIESEL;68,46;;5,98;R$ 409,39;R$ 5,98;-537576,00;-7852,4;;;;;;;;;;;;
791522;21/11/2023;QQM 5087;AUTO POSTO RVM MAX;280982;;DIESEL;61,57;;6,19;R$ 381,12;R$ 6,19;39879,00;647,70;;;;;;;;;;;;
8368;21/11/2023;RUJ 4I21;REDETUKAS;91861;;DIESEL;57,00;;5,62;R$ 320,34;R$ 5,62;-149242,00;-2618,28;;;;;;;;;;;;
8368;21/11/2023;SIX 6A60;REDETUKAS;5657;;DIESEL;260,00;;5,62;R$ 1.461,20;R$ 5,62;-115417,00;-443,91;;;;;;;;;;;;
267401;22/11/2023;CPN 1798;DOM PEDRO ESTIVA;635000;;DIESEL;133,57;;5,89;R$ 786,73;R$ 5,89;474892,00;3555,38;;;;;;;;;;;;
95491;22/11/2023;CPN 2A40;BEIRA MINHO;377067;;DIESEL;45,19;;6,29;R$ 284,25;R$ 6,29;-257933,00;-5707,75;;;;;;;;;;;;
639441;22/11/2023;EBO 0I79;POSTO CAMPEÃO;524370;;DIESEL;100,02;;6,49;R$ 649,14;R$ 6,49;-561630,00;-5615,06;;;;;;;;;;;;
639441;22/11/2023;EBO 0I79;POSTO CAMPEÃO;524370;;ARLA;39,20;;4,09;R$ 160,33;R$ 4,09;;;;;;;;;;;;;;
8368;22/11/2023;FZG 4F66;REDETUKAS;426349;;DIESEL;35,00;;5,62;R$ 196,70;R$ 5,62;292253,00;8350,09;;;;;;;;;;;;
8368;22/11/2023;FZG 5A23;REDETUKAS;164030;;DIESEL;143,00;;5,62;R$ 803,66;R$ 5,62;-77073,00;-538,97;;;;;;;;;;;;
95873;22/11/2023;GWI 4D64;BEIRA MINHO;104149;;DIESEL;107,28;;6,29;R$ 674,79;R$ 6,29;12288,00;114,54;;;;;;;;;;;;
8368;22/11/2023;HOB 1G50;REDETUKAS;684600;;DIESEL;82,00;;5,62;R$ 460,84;R$ 5,62;-192200,00;-2343,90;;;;;;;;;;;;
362915;22/11/2023;OQD 1416;DOM PEDRO PARAOPEBAS;1064920;;DIESEL;280,52;;5,99;R$ 1.680,31;R$ 5,99;784424,00;2796,32;;;;;;;;;;;;
431084;22/11/2023;OQD 1416;DOM PEDRO DIVISA ALEGRE;1065502;;DIESEL;376,75;;5,79;R$ 2.181,38;R$ 5,79;582,00;1,54;;;;;;;;;;;;
8368;22/11/2023;PVD 2450;REDETUKAS;664552;;DIESEL;54,00;;5,62;R$ 303,48;R$ 5,62;287485,00;5323,80;;;;;;;;;;;;
8433;22/11/2023;PZE 8684;REDETUKAS;400460;;DIESEL;63,00;;5,58;R$ 351,54;R$ 5,58;61571,00;977,32;;;;;;;;;;;;
95491;22/11/2023;QMQ 5351;BEIRA MINHO;380067;;DIESEL;45,19;;6,29;R$ 284,25;R$ 6,29;-141984,00;-3141,93;;;;;;;;;;;;
222555;22/11/2023;QQM 5087;TATITA FERNÃO DIAS;281605;;DIESEL;76,74;;6,19;R$ 475,02;R$ 6,19;-98462,00;-1283,06;;;;;;;;;;;;
831288;22/11/2023;QQM 5087;POSTO CIDADE;282113;;DIESEL;72,01;;6,32;R$ 455,10;R$ 6,32;-97954,00;-1360,28;;;;;;;;;;;;
8433;23/11/2023;AXS 9G25;REDETUKAS;935427;;DIESEL;510,00;;5,58;R$ 2.845,80;R$ 5,58;251147,00;492,45;;;;;;;;;;;;
8433;23/11/2023;BPQ 3I53;REDETUKAS;160730;;DIESEL;25,00;;5,58;R$ 139,50;R$ 5,58;-903767,00;-36150,68;;;;;;;;;;;;
8433;23/11/2023;EBO 0I79;REDETUKAS;524500;;DIESEL;374,00;;5,58;R$ 2.086,92;R$ 5,58;242895,00;649,45;;;;;;;;;;;;
8433;23/11/2023;EWJ 1D79;REDETUKAS;690144;;DIESEL;80,00;;5,58;R$ 446,40;R$ 5,58;320,00;4,00;;;;;;;;;;;;
8433;23/11/2023;FJV 3D37;REDETUKAS;112245;;DIESEL;85,00;;5,58;R$ 474,30;R$ 5,58;-22280,00;-262,12;;;;;;;;;;;;
8433;23/11/2023;FMZ 8I54;REDETUKAS;242403;;DIESEL;590,00;;5,58;R$ 3.292,20;R$ 5,58;-155741,00;-263,97;;;;;;;;;;;;
